0	0.0
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.000126775
13	0.000657823
14	0.002830189
15	0.007194245
16	0.017638037
17	0.025892317
18	0.045242665
19	0.075682382
20	0.076407068
21	0.070765485
22	0.06766618
23	0.062239548
24	0.067430025
25	0.082411912
26	0.08327903
27	0.087045571
28	0.10888394
29	0.118204182
30	0.109993367
31	0.11751269
32	0.111284047
33	0.097698394
34	0.081483177
35	0.067426502
36	0.06128251
37	0.042538354
38	0.036178691
39	0.021270867
40	0.012807634
41	0.011464102
42	0.005618471
43	0.003374144
44	0.001840943
45	0.000962548
46	0.000493486
47	0.000197628
48	0.000197219
49	0.0
50	0.0
51	0.0
52	0.0
53	0.0
54	0.0
55	0.0
56	0.0
57	0.0
58	0.0
59	0.0
60	0.0
