42019	Butler	5-9	11259	9930	9577	10429	11034	11009	10522	
42019	Butler	10-14	12190	11188	9867	9533	10381	10982	10953	
42019	Butler	15-19	13503	14621	13621	12304	11994	12849	13452	
42019	Butler	20-24	11123	11932	13014	12049	10781	10467	11253	
42019	Butler	25-29	9036	10750	11584	12713	11710	10386	10034	
42019	Butler	30-34	9658	9609	11402	12260	13428	12360	10955	
42019	Butler	35-39	11067	9954	9903	11738	12605	13780	12668	
42019	Butler	40-44	13536	11178	10062	10019	11871	12731	13909	
42019	Butler	45-49	14869	13320	11009	9925	9893	11723	12563	
42019	Butler	50-54	15236	14621	13110	10854	9802	9779	11593	
42019	Butler	55-59	13495	15154	14550	13068	10831	9789	9764	
42019	Butler	60-64	11139	12969	14589	14045	12645	10498	9504	
42019	Butler	65-69	7999	10544	12307	13897	13426	12123	10083	
42019	Butler	70-74	6129	7287	9652	11316	12835	12452	11286	
42019	Butler	75-79	4885	5372	6429	8561	10081	11486	11193	
42019	Butler	80-84	4350	3927	4347	5246	7032	8327	9550	
42019	Butler	85+	4614	5071	5150	5490	6272	7846	9624	
42019	Butler	Total	184053	187022	190619	194498	197650	199132	198873	
