42077	Lehigh	5-9	11635	11036	10767	11193	11647	11884	11806	
42077	Lehigh	10-14	12070	11561	10984	10756	11207	11683	11939	
42077	Lehigh	15-19	12474	12931	12459	11923	11756	12243	12747	
42077	Lehigh	20-24	10328	12415	12964	12585	12138	12051	12608	
42077	Lehigh	25-29	10428	9917	12057	12660	12339	11928	11853	
42077	Lehigh	30-34	10548	10557	10083	12233	12873	12583	12196	
42077	Lehigh	35-39	10661	10888	10948	10502	12762	13481	13237	
42077	Lehigh	40-44	11919	10808	11077	11170	10748	13070	13840	
42077	Lehigh	45-49	12970	11832	10758	11052	11170	10767	13095	
42077	Lehigh	50-54	13231	12630	11561	10540	10856	10995	10621	
42077	Lehigh	55-59	11304	12719	12188	11193	10239	10581	10746	
42077	Lehigh	60-64	9417	10722	12116	11651	10733	9845	10203	
42077	Lehigh	65-69	6647	8856	10145	11524	11140	10313	9505	
42077	Lehigh	70-74	4929	5891	7897	9100	10396	10101	9398	
42077	Lehigh	75-79	4113	4125	4970	6712	7791	8961	8766	
42077	Lehigh	80-84	3260	3094	3137	3818	5209	6102	7084	
42077	Lehigh	85+	2640	3070	3254	3422	3929	5024	6193	
42077	Lehigh	Total	169623	173794	178507	183600	188712	193291	197417	
