42069	Lackawanna	5-9	5693	5642	5639	5955	6015	5951	5905	
42069	Lackawanna	10-14	6095	5789	5736	5742	6065	6125	6056	
42069	Lackawanna	15-19	7379	7560	7252	7208	7232	7568	7629	
42069	Lackawanna	20-24	7663	7707	7839	7525	7483	7502	7841	
42069	Lackawanna	25-29	6241	6943	6932	7083	6782	6747	6760	
42069	Lackawanna	30-34	5910	6406	7129	7125	7291	6995	6965	
42069	Lackawanna	35-39	6181	6096	6609	7348	7339	7499	7187	
42069	Lackawanna	40-44	7017	6196	6119	6639	7383	7371	7532	
42069	Lackawanna	45-49	7911	7043	6226	6156	6682	7430	7413	
42069	Lackawanna	50-54	8263	7807	6961	6162	6098	6624	7368	
42069	Lackawanna	55-59	7707	8162	7725	6900	6120	6064	6589	
42069	Lackawanna	60-64	7096	7569	8030	7616	6814	6050	6000	
42069	Lackawanna	65-69	5259	6752	7227	7692	7315	6560	5836	
42069	Lackawanna	70-74	4346	4845	6247	6712	7170	6839	6147	
42069	Lackawanna	75-79	4122	3907	4380	5678	6129	6574	6295	
42069	Lackawanna	80-84	4067	3431	3278	3701	4831	5247	5661	
42069	Lackawanna	85+	4785	5168	5085	5006	5272	6182	7065	
42069	Lackawanna	Total	111280	112557	114258	116149	117861	119129	120046	
