47009	Blount	0-4	3491	3166	3271	3401	3533	3665	3803
47009	Blount	5-9	3618	3592	3545	3642	3763	3891	4020
47009	Blount	10-14	4638	3883	3880	3953	4058	4174	4292
47009	Blount	15-19	4008	3771	4014	4129	4227	4337	4452
47009	Blount	20-24	2657	3688	3835	4007	4133	4247	4362
47009	Blount	25-29	2997	3611	3665	3738	3864	3989	4110
47009	Blount	30-34	3802	3567	3767	3855	3955	4073	4197
47009	Blount	35-39	4082	3684	3871	4015	4129	4232	4343
47009	Blount	40-44	4428	4175	4082	4240	4384	4512	4614
47009	Blount	45-49	4972	4558	4486	4469	4580	4718	4845
47009	Blount	50-54	4931	5071	4910	4757	4733	4824	4951
47009	Blount	55-59	4233	4704	5063	5041	4957	4946	5034
47009	Blount	60-64	4044	4718	5048	5212	5190	5127	5120
47009	Blount	65-69	3074	4283	4778	5067	5203	5192	5150
47009	Blount	70-74	2795	3276	3957	4444	4743	4873	4887
47009	Blount	75-79	2204	2273	2915	3497	3920	4188	4318
47009	Blount	80-84	1401	1592	2005	2505	2959	3308	3542
47009	Blount	85+	1219	1842	2177	2672	3260	3895	4515
47009	Blount	Total	62594	65454	69269	72644	75591	78191	80555
