47153	Sequatchie	0-4	465	371	396	411	425	437	450
47153	Sequatchie	5-9	506	461	437	444	455	468	479
47153	Sequatchie	10-14	547	503	490	489	496	506	516
47153	Sequatchie	15-19	541	449	484	496	503	512	521
47153	Sequatchie	20-24	357	450	438	464	479	491	503
47153	Sequatchie	25-29	339	359	393	406	424	439	452
47153	Sequatchie	30-34	331	386	426	438	452	467	480
47153	Sequatchie	35-39	508	410	436	453	470	483	496
47153	Sequatchie	40-44	597	508	465	481	498	516	527
47153	Sequatchie	45-49	586	501	507	503	515	531	549
47153	Sequatchie	50-54	511	528	522	518	520	530	546
47153	Sequatchie	55-59	406	513	536	538	534	531	542
47153	Sequatchie	60-64	411	482	540	561	564	558	559
47153	Sequatchie	65-69	428	513	540	576	597	597	593
47153	Sequatchie	70-74	309	404	459	503	537	554	556
47153	Sequatchie	75-79	123	245	332	386	425	454	466
47153	Sequatchie	80-84	54	119	187	245	285	316	337
47153	Sequatchie	85+	35	100	119	167	212	253	292
47153	Sequatchie	Total	7054	7302	7707	8079	8391	8643	8864
