55000	Wisconsin	0-4	183391	178310	187960	191315	193460
55000	Wisconsin	5-9	188286	186000	186555	195530	198365
55000	Wisconsin	10-14	192232	192975	196650	195955	204695
55000	Wisconsin	15-19	204803	194170	201605	204465	203060
55000	Wisconsin	20-24	196897	194615	190970	197235	199595
55000	Wisconsin	25-29	189349	188565	192585	188360	194090
55000	Wisconsin	30-34	178120	186840	192285	195620	190730
55000	Wisconsin	35-39	174619	177620	192660	197480	200285
55000	Wisconsin	40-44	191738	173475	182405	196990	201305
55000	Wisconsin	45-49	218539	188940	176835	185250	199570
55000	Wisconsin	50-54	218303	214725	189470	177105	185400
55000	Wisconsin	55-59	192952	213200	211105	186515	174550
55000	Wisconsin	60-64	155756	184820	205685	204040	180780
55000	Wisconsin	65-69	109168	144745	173050	193360	192490
55000	Wisconsin	70-74	81067	97920	131135	157705	177030
55000	Wisconsin	75-79	62181	67525	82715	111770	135455
55000	Wisconsin	80-84	47549	46955	52045	64605	88400
55000	Wisconsin	85+	37450	42970	46085	51775	63555
55000	Wisconsin	Total	2822400	2874370	2991800	3095075	3182815
