53059	Skamania	0-4	301	271	282	313	318	335	331
53059	Skamania	5-9	326	317	275	314	334	346	356
53059	Skamania	10-14	367	335	332	292	326	357	381
53059	Skamania	15-19	378	340	323	313	293	331	364
53059	Skamania	20-24	235	317	285	264	282	247	281
53059	Skamania	25-29	242	283	372	332	314	319	284
53059	Skamania	30-34	330	257	299	435	391	361	366
53059	Skamania	35-39	316	332	259	318	462	422	397
53059	Skamania	40-44	351	328	337	268	330	486	430
53059	Skamania	45-49	487	341	330	346	283	341	511
53059	Skamania	50-54	486	502	345	340	355	291	360
53059	Skamania	55-59	533	511	526	373	368	388	322
53059	Skamania	60-64	427	541	526	559	396	381	403
53059	Skamania	65-69	312	391	520	500	532	375	369
53059	Skamania	70-74	185	271	342	470	452	491	343
53059	Skamania	75-79	138	146	235	293	406	383	426
53059	Skamania	80-84	89	106	114	174	220	321	284
53059	Skamania	85+	62	79	95	116	157	211	298
53059	Skamania	Total	5565	5668	5797	6020	6219	6386	6506
