53069	Wahkiakum	0-4	159	134	141	149	173	178	181
53069	Wahkiakum	5-9	191	170	139	145	167	186	179
53069	Wahkiakum	10-14	233	216	178	152	159	174	195
53069	Wahkiakum	15-19	209	180	193	158	144	146	171
53069	Wahkiakum	20-24	113	100	143	156	139	134	140
53069	Wahkiakum	25-29	147	110	120	177	180	160	145
53069	Wahkiakum	30-34	156	125	115	133	182	202	180
53069	Wahkiakum	35-39	168	169	131	126	139	200	228
53069	Wahkiakum	40-44	216	199	164	129	121	146	212
53069	Wahkiakum	45-49	274	228	198	165	134	134	151
53069	Wahkiakum	50-54	291	278	230	200	169	145	146
53069	Wahkiakum	55-59	382	297	292	256	201	184	159
53069	Wahkiakum	60-64	424	423	326	322	269	218	196
53069	Wahkiakum	65-69	378	433	420	331	348	272	228
53069	Wahkiakum	70-74	264	373	430	409	325	340	264
53069	Wahkiakum	75-79	163	241	321	357	354	284	308
53069	Wahkiakum	80-84	105	135	204	260	293	282	221
53069	Wahkiakum	85+	105	120	132	205	275	331	365
53069	Wahkiakum	Total	3978	3931	3877	3830	3772	3716	3669
