53051	Pend Oreille	0-4	698	671	746	794	800	798	804
53051	Pend Oreille	5-9	696	718	705	771	827	832	826
53051	Pend Oreille	10-14	868	723	727	724	806	863	858
53051	Pend Oreille	15-19	791	809	664	689	665	742	795
53051	Pend Oreille	20-24	488	662	687	558	592	582	660
53051	Pend Oreille	25-29	511	588	803	789	654	670	678
53051	Pend Oreille	30-34	533	522	613	831	842	693	722
53051	Pend Oreille	35-39	644	535	528	614	847	860	716
53051	Pend Oreille	40-44	730	655	533	535	605	869	872
53051	Pend Oreille	45-49	994	739	675	534	556	629	871
53051	Pend Oreille	50-54	1143	1037	754	700	560	563	647
53051	Pend Oreille	55-59	1244	1190	1072	776	714	573	586
53051	Pend Oreille	60-64	1176	1271	1241	1129	815	755	608
53051	Pend Oreille	65-69	933	1148	1287	1264	1144	833	783
53051	Pend Oreille	70-74	608	858	1094	1246	1206	1101	815
53051	Pend Oreille	75-79	424	520	769	966	1098	1073	983
53051	Pend Oreille	80-84	263	342	428	608	762	879	854
53051	Pend Oreille	85+	257	301	366	449	636	834	1038
53051	Pend Oreille	Total	13001	13289	13692	13977	14129	14149	14116
