53031	Jefferson	0-4	1068	1017	1142	1272	1345	1455	1575
53031	Jefferson	5-9	1127	1118	1146	1300	1467	1616	1718
53031	Jefferson	10-14	1367	1178	1248	1291	1484	1710	1878
53031	Jefferson	15-19	1354	1328	1220	1300	1371	1583	1818
53031	Jefferson	20-24	1105	1210	1244	1161	1256	1321	1536
53031	Jefferson	25-29	1121	1323	1422	1458	1448	1607	1663
53031	Jefferson	30-34	1197	1227	1567	1742	1842	1862	2057
53031	Jefferson	35-39	1253	1202	1335	1747	2017	2196	2195
53031	Jefferson	40-44	1478	1308	1274	1439	1941	2283	2466
53031	Jefferson	45-49	1942	1502	1369	1369	1558	2124	2487
53031	Jefferson	50-54	2561	2050	1586	1473	1468	1712	2345
53031	Jefferson	55-59	3063	3074	2503	1962	1848	1873	2169
53031	Jefferson	60-64	3394	3504	3677	3013	2433	2308	2358
53031	Jefferson	65-69	2852	3267	3612	3849	3218	2620	2494
53031	Jefferson	70-74	1878	2554	3117	3494	3820	3178	2602
53031	Jefferson	75-79	1338	1575	2222	2734	3151	3478	2858
53031	Jefferson	80-84	948	1046	1228	1761	2185	2589	2863
53031	Jefferson	85+	826	986	1105	1313	1805	2399	3011
53031	Jefferson	Total	29872	30469	32017	33678	35657	37914	40093
