53037	Kittitas	0-4	1005	1032	1167	1271	1337	1385	1434
53037	Kittitas	5-9	1007	1040	1132	1277	1392	1441	1487
53037	Kittitas	10-14	1042	1042	1127	1224	1378	1496	1537
53037	Kittitas	15-19	1950	1858	1870	1968	2074	2250	2373
53037	Kittitas	20-24	3169	3751	3744	3827	3885	4023	4282
53037	Kittitas	25-29	1229	1381	1777	1720	1753	1828	1921
53037	Kittitas	30-34	1004	881	1006	1258	1226	1256	1341
53037	Kittitas	35-39	994	1029	973	1093	1373	1313	1347
53037	Kittitas	40-44	1032	1042	1094	1040	1167	1437	1374
53037	Kittitas	45-49	1208	1042	1085	1143	1079	1205	1483
53037	Kittitas	50-54	1324	1238	1083	1121	1179	1111	1233
53037	Kittitas	55-59	1259	1357	1298	1154	1203	1246	1155
53037	Kittitas	60-64	1148	1237	1400	1360	1193	1237	1277
53037	Kittitas	65-69	902	1045	1211	1393	1344	1168	1223
53037	Kittitas	70-74	605	787	995	1165	1328	1266	1102
53037	Kittitas	75-79	435	523	718	884	1040	1195	1137
53037	Kittitas	80-84	344	354	436	589	741	873	1001
53037	Kittitas	85+	465	460	479	560	714	906	1116
53037	Kittitas	Total	20122	21099	22595	24047	25406	26636	27823
