53041	Lewis	0-4	2202	2404	2541	2586	2607	2644	2747
53041	Lewis	5-9	2212	2272	2517	2654	2711	2738	2776
53041	Lewis	10-14	2534	2279	2353	2602	2750	2810	2836
53041	Lewis	15-19	2396	2525	2285	2358	2599	2752	2816
53041	Lewis	20-24	2036	1957	2071	1871	1949	2167	2286
53041	Lewis	25-29	2102	2389	2302	2425	2171	2246	2492
53041	Lewis	30-34	2090	2192	2523	2439	2590	2320	2392
53041	Lewis	35-39	2081	2100	2257	2583	2515	2662	2393
53041	Lewis	40-44	2181	2161	2135	2284	2617	2554	2701
53041	Lewis	45-49	2716	2196	2166	2129	2292	2625	2552
53041	Lewis	50-54	2823	2790	2211	2191	2162	2316	2655
53041	Lewis	55-59	2805	2965	2930	2311	2289	2269	2436
53041	Lewis	60-64	2525	2817	3031	2993	2372	2352	2336
53041	Lewis	65-69	2133	2316	2711	2918	2881	2279	2283
53041	Lewis	70-74	1552	1863	2124	2496	2681	2656	2100
53041	Lewis	75-79	1233	1331	1633	1850	2189	2366	2354
53041	Lewis	80-84	973	1012	1070	1319	1486	1787	1937
53041	Lewis	85+	1111	1207	1264	1376	1634	1900	2251
53041	Lewis	Total	37705	38776	40124	41385	42495	43443	44343
