53053	Pierce	0-4	27249	27856	29299	29527	29757	30422	31525
53053	Pierce	5-9	26249	27531	28657	30273	30501	30715	31384
53053	Pierce	10-14	26799	27176	28735	30089	31776	31972	32170
53053	Pierce	15-19	27391	25675	26047	27755	29080	30734	30908
53053	Pierce	20-24	27567	27531	25813	26273	27918	29195	30890
53053	Pierce	25-29	29450	29505	29260	27332	27887	29617	30937
53053	Pierce	30-34	27116	30511	30987	30983	28946	29527	31348
53053	Pierce	35-39	26420	27091	31362	32030	32025	29883	30496
53053	Pierce	40-44	27991	27701	27839	32409	33057	33076	30881
53053	Pierce	45-49	29770	28322	28137	28424	33101	33683	33752
53053	Pierce	50-54	29898	30369	28481	28426	28730	33451	33994
53053	Pierce	55-59	25846	29377	29914	28220	28189	28518	33229
53053	Pierce	60-64	21202	24520	28631	29306	27752	27733	28085
53053	Pierce	65-69	15184	19467	23757	27911	28593	27145	27140
53053	Pierce	70-74	10745	13464	18326	22514	26537	27190	25905
53053	Pierce	75-79	8808	9175	11928	16419	20236	23961	24543
53053	Pierce	80-84	7117	7010	7358	9869	13638	16884	20121
53053	Pierce	85+	7489	8292	8721	9634	12017	16063	20703
53053	Pierce	Total	402291	420573	443252	467394	489740	509769	528011
