44009	Washington	0-4	3900	4386	4702	4787	4802	4832.04685547688
44009	Washington	5-9	4011	3996	4506	4814	4877	5003.81381997129
44009	Washington	10-14	3970	4098	4089	4598	4890	5491.436400818
44009	Washington	15-19	5122	4704	4861	4852	5361	6427.32699123298
44009	Washington	20-24	5169	5305	4888	5032	4998	4930.23129251701
44009	Washington	25-29	4136	4695	4831	4369	4480	4704.75022321429
44009	Washington	30-34	3762	4238	4823	4943	4448	3513.0865557554
44009	Washington	35-39	3883	3855	4350	4932	5031	5230.9481216458
44009	Washington	40-44	4482	3967	3948	4438	5007	6209.66167365688
44009	Washington	45-49	4973	4480	3969	3934	4406	5400.56377666818
44009	Washington	50-54	4876	5025	4537	4006	3952	3844.73785425101
44009	Washington	55-59	4262	4819	4978	4479	3935	2922.20609911055
44009	Washington	60-64	3578	4068	4613	4751	4260	3334.59178403756
44009	Washington	65-69	2411	3240	3696	4178	4287	4507.77140191276
44009	Washington	70-74	1639	2051	2766	3152	3551	4393.83272317657
44009	Washington	75-79	1267	1284	1609	2168	2469	3107.69542324828
44009	Washington	80-84	943	824	842	1051	1417	2243.53493295695
44009	Washington	85+	965	993	950	935	1032	1235.11724806202
44009	Washington	Total	63348	66027	68958	71419	73204	76817.5252855035
