44003	Kent	0-4	5062	5545	5782	5757	5685	5541.91187335092
44003	Kent	5-9	5207	5053	5541	5789	5774	5744.03896778663
44003	Kent	10-14	5153	5181	5030	5529	5789	6320.67731905338
44003	Kent	15-19	6648	5948	5979	5834	6346	7411.30854081311
44003	Kent	20-24	6709	6708	6012	6052	5917	5650.08010816292
44003	Kent	25-29	5368	5937	5941	5253	5304	5406.49038461538
44003	Kent	30-34	4883	5358	5932	5945	5266	3995.55051272313
44003	Kent	35-39	5040	4874	5350	5931	5955	6003.09672544081
44003	Kent	40-44	5817	5016	4855	5339	5928	7164.52243589744
44003	Kent	45-49	6455	5665	4881	4731	5216	6231.09681748466
44003	Kent	50-54	6329	6353	5581	4817	4677	4401.19072054736
44003	Kent	55-59	5532	6093	6123	5386	4658	3315.7793044225
44003	Kent	60-64	4644	5144	5673	5714	5043	3790.28038865755
44003	Kent	65-69	3129	4096	4545	5025	5074	5172.473196689
44003	Kent	70-74	2128	2593	3402	3791	4203	5067.38639067333
44003	Kent	75-79	1645	1624	1979	2607	2923	3589.16216216216
44003	Kent	80-84	1224	1042	1036	1265	1678	2605.65017878427
44003	Kent	85+	1251	1256	1169	1124	1221	1422.70597870598
44003	Kent	Total	82223	83486	84812	85890	86657	88197.788707202
