44009	Washington	0-4	3716	4180	4480	4562	4578	4610.05591961555
44009	Washington	5-9	3823	3809	4295	4588	4649	4771.80038718004
44009	Washington	10-14	3815	3908	3901	4387	4664	5234.45132933105
44009	Washington	15-19	4984	4639	4763	4756	5247	6274.94644558796
44009	Washington	20-24	5001	5169	4824	4934	4903	4841.19600244748
44009	Washington	25-29	3942	4442	4606	4216	4292	4445.34575955266
44009	Washington	30-34	3768	4050	4574	4726	4304	3501.37639405204
44009	Washington	35-39	4047	3874	4172	4694	4826	5093.61044343141
44009	Washington	40-44	4754	4151	3982	4273	4783	5857.38009617395
44009	Washington	45-49	5262	4810	4203	4015	4290	4857.62820512821
44009	Washington	50-54	5221	5362	4912	4278	4067	3655.94688959921
44009	Washington	55-59	4610	5243	5398	4928	4272	3060.734082397
44009	Washington	60-64	3880	4538	5173	5307	4821	3897.99315494711
44009	Washington	65-69	2829	3692	4330	4920	5025	5237.19402985075
44009	Washington	70-74	2142	2641	3457	4043	4575	5700.86316939891
44009	Washington	75-79	1875	1887	2330	3040	3546	4630.20417371686
44009	Washington	80-84	1710	1461	1476	1815	2357	3565.63470513364
44009	Washington	85+	2551	2662	2582	2533	2700	3044.32925925926
44009	Washington	Total	67931	70516	73457	76014	77900	81717.6610526316
