44003	Kent	0-4	4823	5285	5510	5487	5420	5286.82822878229
44003	Kent	5-9	4963	4816	5283	5517	5504	5478.03070494186
44003	Kent	10-14	4952	4942	4798	5276	5522	6024.95907279971
44003	Kent	15-19	6469	5866	5858	5721	6211	7229.65722105941
44003	Kent	20-24	6491	6535	5934	5934	5804	5546.91178497588
44003	Kent	25-29	5118	5616	5666	5070	5081	5103.0238142098
44003	Kent	30-34	4891	5121	5626	5684	5095	3985.09048086359
44003	Kent	35-39	5253	4898	5131	5644	5713	5851.83336250656
44003	Kent	40-44	6170	5248	4897	5139	5663	6759.4859615045
44003	Kent	45-49	6830	6081	5170	4829	5078	5588.20972823946
44003	Kent	50-54	6776	6780	6041	5145	4814	4174.75882841712
44003	Kent	55-59	5983	6629	6639	5927	5056	3464.04766613924
44003	Kent	60-64	5037	5738	6363	6383	5708	4437.82217939734
44003	Kent	65-69	3672	4669	5325	5917	5949	6013.17212976971
44003	Kent	70-74	2780	3340	4251	4862	5416	6580.66838995569
44003	Kent	75-79	2433	2386	2866	3656	4198	5351.9771319676
44003	Kent	80-84	2220	1847	1815	2182	2790	4138.49605734767
44003	Kent	85+	3312	3366	3175	3045	3197	3508.22677510166
44003	Kent	Total	88172	89162	90346	91415	92217	93827.9748961688
