44005	Newport	0-4	2448	2668	2767	2743	2701	2617.65309144761
44005	Newport	5-9	2518	2432	2652	2758	2742	2710.09336250912
44005	Newport	10-14	2513	2495	2409	2637	2751	2983.72410032715
44005	Newport	15-19	3283	2962	2941	2860	3095	3582.84329563813
44005	Newport	20-24	3295	3299	2980	2967	2892	2743.94502074689
44005	Newport	25-29	2597	2835	2845	2535	2531	2523.00632161201
44005	Newport	30-34	2482	2585	2824	2841	2538	1968.17375886525
44005	Newport	35-39	2666	2472	2576	2821	2847	2899.23744292237
44005	Newport	40-44	3131	2650	2459	2568	2821	3349.69018078695
44005	Newport	45-49	3466	3070	2596	2414	2530	2767.3185770751
44005	Newport	50-54	3439	3424	3034	2572	2399	2065.47561483952
44005	Newport	55-59	3036	3348	3334	2963	2519	1709.25962683605
44005	Newport	60-64	2556	2897	3195	3191	2844	2192.33790436006
44005	Newport	65-69	1863	2357	2674	2958	2964	2976.01214574899
44005	Newport	70-74	1411	1686	2135	2431	2698	3258.42290585619
44005	Newport	75-79	1235	1205	1439	1827	2092	2655.56835564054
44005	Newport	80-84	1126	933	911	1091	1390	2052.31726618705
44005	Newport	85+	1681	1699	1595	1523	1593	1736.07595731325
44005	Newport	Total	44744	45020	45370	45697	45948	46451.3711369374
