44007	Providence	0-4	17960	19689	20542	20463	20220	19736.9203264095
44007	Providence	5-9	18476	17940	19693	20579	20534	20444.098616928
44007	Providence	10-14	18439	18410	17885	19677	20604	22499.7069015725
44007	Providence	15-19	24086	21854	21837	21335	23174	26997.9360058686
44007	Providence	20-24	24170	24346	22119	22132	21658	20720.3738110629
44007	Providence	25-29	19055	20924	21119	18913	18957	19045.1021258638
44007	Providence	30-34	18212	19080	20971	21198	19011	14888.5895534164
44007	Providence	35-39	19557	18245	19128	21051	21314	21843.2452378718
44007	Providence	40-44	22974	19553	18256	19166	21129	25237.3734677458
44007	Providence	45-49	25431	22656	19274	18012	18949	20869.333262969
44007	Providence	50-54	25233	25260	22521	19188	17963	15596.5397762066
44007	Providence	55-59	22277	24698	24751	22105	18867	12946.7133619547
44007	Providence	60-64	18756	21376	23719	23805	21297	16576.3497675729
44007	Providence	65-69	13670	17394	19852	22068	22195	22449.7266952016
44007	Providence	70-74	10352	12442	15848	18135	20207	24563.4602365517
44007	Providence	75-79	9059	8888	10684	13636	15664	19982.5628192033
44007	Providence	80-84	8265	6884	6766	8140	10410	15444.995196926
44007	Providence	85+	12333	12538	11837	11358	11927	13092.1452167351
44007	Providence	Total	328303	332176	336800	340961	344079	350343.254918202
