44001	Bristol	0-4	2993	3277	3414	3397	3354	3268.55128224742
44001	Bristol	5-9	3079	2986	3273	3417	3406	3384.03568431977
44001	Bristol	10-14	3060	3063	2971	3265	3416	3724.67531982454
44001	Bristol	15-19	3972	3575	3579	3491	3793	4418.89007038361
44001	Bristol	20-24	3997	4007	3612	3622	3540	3382.80784348382
44001	Bristol	25-29	3175	3496	3509	3120	3136	3171.12821025835
44001	Bristol	30-34	2960	3171	3494	3514	3129	2408.27670258806
44001	Bristol	35-39	3117	2957	3169	3498	3524	3578.25912141206
44001	Bristol	40-44	3630	3106	2949	3166	3501	4203.09253270817
44001	Bristol	45-49	4023	3554	3039	2889	3109	3568.20085221746
44001	Bristol	50-54	3968	3974	3514	3010	2867	2589.18614243257
44001	Bristol	55-59	3487	3850	3859	3419	2934	2046.98053440725
44001	Bristol	60-64	2931	3293	3639	3655	3247	2482.434230812
44001	Bristol	65-69	2059	2652	2985	3306	3329	3372.16357208069
44001	Bristol	70-74	1486	1795	2314	2615	2905	3510.76800341235
44001	Bristol	75-79	1235	1213	1465	1893	2151	2698.17430808364
44001	Bristol	80-84	1043	874	862	1041	1349	2038.9798690223
44001	Bristol	85+	1382	1398	1313	1260	1334	1489.4696089818
44001	Bristol	Total	51596	52241	52961	53577	54026	54925.7156001725
