44001	Bristol	0-4	1533	1678	1749	1739	1717	1673.28188701223
44001	Bristol	5-9	1576	1529	1675	1750	1744	1732.02064220183
44001	Bristol	10-14	1561	1568	1520	1671	1749	1908.47855917667
44001	Bristol	15-19	2013	1799	1808	1763	1917	2237.37141366719
44001	Bristol	20-24	2031	2029	1818	1828	1787	1705.94068270845
44001	Bristol	25-29	1626	1797	1796	1588	1602	1630.12234706617
44001	Bristol	30-34	1478	1622	1794	1796	1590	1204.6893081761
44001	Bristol	35-39	1526	1475	1618	1792	1799	1813.02723735409
44001	Bristol	40-44	1761	1518	1468	1613	1790	2161.50223463687
44001	Bristol	45-49	1955	1714	1476	1429	1575	1880.53396825397
44001	Bristol	50-54	1916	1923	1688	1456	1413	1328.30856334041
44001	Bristol	55-59	1675	1843	1851	1628	1407	999.712864250178
44001	Bristol	60-64	1407	1557	1715	1726	1523	1144.05778069599
44001	Bristol	65-69	947	1240	1374	1518	1532	1560.12793733681
44001	Bristol	70-74	644	785	1028	1145	1269	1529.11662726556
44001	Bristol	75-79	498	491	599	788	883	1083.2208380521
44001	Bristol	80-84	371	315	313	382	507	787.818540433925
44001	Bristol	85+	379	380	353	340	369	429.279132791328
44001	Bristol	Total	24897	25262	25644	25954	26174	26615.8491632918
