44007	Providence	0-4	36809	40347	42098	41935	41434	40435.0825854016
44007	Providence	5-9	37864	36763	40349	42171	42077	41886.2146692908
44007	Providence	10-14	37627	37713	36635	40301	42205	46093.7173182392
44007	Providence	15-19	48838	44014	44125	43096	46851	54665.1386834597
44007	Providence	20-24	49151	49337	44532	44704	43736	41818.4724657714
44007	Providence	25-29	39043	43041	43265	38507	38746	39224.0039905361
44007	Providence	30-34	36392	39041	43082	43371	38656	29803.8865095398
44007	Providence	35-39	38322	36405	39075	43173	43535	44262.6863071306
44007	Providence	40-44	44635	38242	36358	39077	43245	51991.7941206077
44007	Providence	45-49	49467	43762	37471	35657	38411	44132.7842957509
44007	Providence	50-54	48799	48929	43326	37156	35415	32031.7962511092
44007	Providence	55-59	42873	47398	47574	42196	36247	25327.5856864657
44007	Providence	60-64	36047	40539	44868	45115	40112	30733.186555413
44007	Providence	65-69	25318	32653	36797	40810	41129	41771.6940026908
44007	Providence	70-74	18275	22104	28532	32274	35890	43489.6551485639
44007	Providence	75-79	15182	14936	18063	23362	26569	33373.0310447879
44007	Providence	80-84	12821	10766	10627	12855	16669	25170.3832780892
44007	Providence	85+	16993	17217	16192	15552	16485	18407.2141065991
44007	Providence	Total	634457	643208	652970	661312	667414	679670.775342902
