44005	Newport	0-4	2569	2800	2904	2877	2833	2745.68337451465
44005	Newport	5-9	2643	2551	2783	2894	2877	2843.10045185958
44005	Newport	10-14	2616	2616	2526	2764	2885	3132.07487001733
44005	Newport	15-19	3374	3004	3002	2917	3161	3667.83454602974
44005	Newport	20-24	3404	3387	3019	3025	2948	2796.01119402985
44005	Newport	25-29	2724	2997	2983	2626	2642	2674.09689629069
44005	Newport	30-34	2478	2706	2978	2972	2623	1971.43576057949
44005	Newport	35-39	2558	2461	2687	2964	2968	2976.00539083558
44005	Newport	40-44	2952	2533	2439	2668	2954	3553.68991198375
44005	Newport	45-49	3275	2860	2451	2365	2599	3088.06810311658
44005	Newport	50-54	3211	3208	2802	2408	2331	2179.54354354354
44005	Newport	55-59	2808	3076	3074	2693	2321	1636.62257647566
44005	Newport	60-64	2357	2597	2849	2856	2512	1871.10828025478
44005	Newport	65-69	1587	2068	2283	2512	2528	2560.10126582278
44005	Newport	70-74	1080	1309	1709	1895	2094	2510.91165234002
44005	Newport	75-79	834	820	995	1303	1456	1778.07760989011
44005	Newport	80-84	621	526	520	632	836	1293.77990430622
44005	Newport	85+	635	634	587	562	608	703.480263157895
44005	Newport	Total	41726	42154	42590	42934	43177	43664.367603122
