42059	Greene	0-4	1942	1887	1924	1888	1788	1662	1565	
42059	Greene	5-9	2096	1941	1887	1922	1884	1783	1653	
42059	Greene	10-14	2181	2089	1935	1880	1914	1874	1770	
42059	Greene	15-19	2705	2753	2656	2500	2445	2477	2435	
42059	Greene	20-24	2579	3044	2957	2856	2703	2645	2673	
42059	Greene	25-29	2263	2351	2626	2539	2428	2272	2208	
42059	Greene	30-34	2357	2374	2499	2795	2695	2561	2384	
42059	Greene	35-39	2572	2365	2440	2572	2881	2770	2614	
42059	Greene	40-44	2650	2561	2385	2460	2597	2908	2793	
42059	Greene	45-49	2816	2576	2505	2334	2409	2545	2852	
42059	Greene	50-54	3051	2764	2544	2475	2302	2377	2514	
42059	Greene	55-59	2960	2963	2695	2480	2413	2243	2318	
42059	Greene	60-64	2528	2871	2898	2638	2429	2363	2195	
42059	Greene	65-69	1799	2344	2684	2720	2481	2287	2230	
42059	Greene	70-74	1253	1635	2142	2463	2510	2296	2125	
42059	Greene	75-79	1086	1066	1401	1847	2135	2187	2008	
42059	Greene	80-84	932	848	837	1109	1474	1713	1770	
42059	Greene	85+	853	980	1016	1039	1218	1542	1883	
42059	Greene	Total	38623	39412	40031	40517	40706	40505	39990	
