06000	California	0-4	2583040	2562290	2634010	2684388	2706802
06000	California	5-9	2557298	2589316	2584418	2665860	2728390
06000	California	10-14	2643714	2569270	2632882	2643722	2742134
06000	California	15-19	2909378	2698366	2655914	2733506	2755650
06000	California	20-24	2901810	3013550	2828318	2791844	2868430
06000	California	25-29	2832212	2858490	2988850	2805698	2769666
06000	California	30-34	2625776	2841754	2881932	3016362	2835128
06000	California	35-39	2574178	2631246	2859094	2909172	3053240
06000	California	40-44	2633080	2567646	2646518	2884404	2949710
06000	California	45-49	2676978	2602688	2557756	2647920	2897174
06000	California	50-54	2543510	2624388	2569258	2536632	2636896
06000	California	55-59	2158226	2466826	2559762	2517322	2495150
06000	California	60-64	1781154	2064084	2370730	2470222	2439278
06000	California	65-69	1233916	1669994	1945716	2242526	2344398
06000	California	70-74	894196	1123372	1526038	1785850	2062968
06000	California	75-79	676568	772606	973990	1328280	1560136
06000	California	80-84	494438	531310	609852	774456	1061286
06000	California	85+	297350	327498	352838	410348	524982
06000	California	Total	37148620	38701386	40398646	42096200	43722292
