08000	Colorado	0-4	176106	172590	188720	208175	225352
08000	Colorado	5-9	178241	184916	185055	201857	221013
08000	Colorado	10-14	170957	186941	197239	198097	214408
08000	Colorado	15-19	175603	185380	203999	214536	215185
08000	Colorado	20-24	182612	200621	214952	232592	242444
08000	Colorado	25-29	192639	182418	207755	222007	238692
08000	Colorado	30-34	182741	203489	201604	227980	241728
08000	Colorado	35-39	181604	193126	219910	219901	246038
08000	Colorado	40-44	177332	187483	203316	230713	231120
08000	Colorado	45-49	184184	179758	192782	209314	236122
08000	Colorado	50-54	184811	184151	181618	195204	211627
08000	Colorado	55-59	162965	181682	182207	180839	194314
08000	Colorado	60-64	134670	155387	173667	175195	174698
08000	Colorado	65-69	88870	125752	145395	163263	165450
08000	Colorado	70-74	60509	80787	114263	132744	149689
08000	Colorado	75-79	43697	52549	70267	99626	116259
08000	Colorado	80-84	30091	34792	42167	56654	80544
08000	Colorado	85+	23471	30868	37330	45650	59989
08000	Colorado	Total	1457578	1458440	1449112	1473113	1572180
