0	5.640000e-03	6.802000e-03
1	4.140000e-04	4.570000e-04
2	2.210000e-04	3.150000e-04
3	1.680000e-04	2.400000e-04
4	1.350000e-04	1.760000e-04
5	1.050000e-04	1.410000e-04
6	1.060000e-04	1.230000e-04
7	9.800000e-05	1.300000e-04
8	1.060000e-04	1.240000e-04
9	9.100000e-05	1.190000e-04
10	9.700000e-05	1.090000e-04
11	1.110000e-04	1.410000e-04
12	1.220000e-04	1.460000e-04
13	1.210000e-04	1.800000e-04
14	1.540000e-04	2.410000e-04
15	1.750000e-04	3.220000e-04
16	2.450000e-04	4.960000e-04
17	2.710000e-04	6.500000e-04
18	3.260000e-04	9.470000e-04
19	3.790000e-04	1.029000e-03
20	3.960000e-04	1.118000e-03
21	4.380000e-04	1.288000e-03
22	4.490000e-04	1.268000e-03
23	4.560000e-04	1.296000e-03
24	5.060000e-04	1.360000e-03
25	5.060000e-04	1.320000e-03
26	5.280000e-04	1.370000e-03
27	5.240000e-04	1.323000e-03
28	6.010000e-04	1.382000e-03
29	6.270000e-04	1.390000e-03
30	6.650000e-04	1.394000e-03
31	6.820000e-04	1.504000e-03
32	7.380000e-04	1.464000e-03
33	7.450000e-04	1.530000e-03
34	8.060000e-04	1.501000e-03
35	8.600000e-04	1.545000e-03
36	9.780000e-04	1.655000e-03
37	1.009000e-03	1.742000e-03
38	1.088000e-03	1.842000e-03
39	1.172000e-03	1.960000e-03
40	1.237000e-03	2.006000e-03
41	1.408000e-03	2.287000e-03
42	1.517000e-03	2.504000e-03
43	1.687000e-03	2.648000e-03
44	1.876000e-03	3.000000e-03
45	1.964000e-03	3.203000e-03
46	2.334000e-03	3.652000e-03
47	2.498000e-03	4.012000e-03
48	2.693000e-03	4.347000e-03
49	2.940000e-03	4.825000e-03
50	3.189000e-03	5.102000e-03
51	3.469000e-03	5.647000e-03
52	3.801000e-03	6.123000e-03
53	3.972000e-03	6.756000e-03
54	4.340000e-03	7.155000e-03
55	4.415000e-03	7.716000e-03
56	4.967000e-03	8.538000e-03
57	5.184000e-03	9.143000e-03
58	5.699000e-03	9.822000e-03
59	6.102000e-03	1.062300e-02
60	6.418000e-03	1.094400e-02
61	7.132000e-03	1.169000e-02
62	7.646000e-03	1.250800e-02
63	8.628000e-03	1.358200e-02
64	9.769000e-03	1.549900e-02
65	1.010100e-02	1.583500e-02
66	1.118100e-02	1.722200e-02
67	1.215800e-02	1.850600e-02
68	1.356400e-02	2.062300e-02
69	1.470900e-02	2.244100e-02
70	1.600600e-02	2.391500e-02
71	1.757200e-02	2.571800e-02
72	1.927800e-02	2.842500e-02
73	2.113700e-02	3.103000e-02
74	2.312700e-02	3.397600e-02
75	2.572000e-02	3.720800e-02
76	2.872300e-02	4.164500e-02
77	3.120400e-02	4.481400e-02
78	3.508400e-02	4.943400e-02
79	3.774300e-02	5.369500e-02
80	4.230500e-02	5.996800e-02
81	4.741800e-02	6.694900e-02
82	5.298000e-02	7.431800e-02
83	5.939900e-02	8.149500e-02
84	6.719700e-02	9.239400e-02
85	7.391670e-02	1.016334e-01
86	8.130837e-02	1.117967e-01
87	8.943921e-02	1.229764e-01
88	9.838313e-02	1.352741e-01
89	1.082214e-01	1.488015e-01
90	1.190436e-01	1.636816e-01
91	1.309479e-01	1.800498e-01
92	1.440427e-01	1.980547e-01
93	1.584470e-01	2.178602e-01
94	1.742917e-01	2.396462e-01
95	1.917209e-01	2.636109e-01
96	2.108930e-01	2.899720e-01
97	2.319823e-01	3.189691e-01
98	2.551805e-01	3.508661e-01
99	2.806985e-01	3.859527e-01
100	3.087684e-01	4.245479e-01
101	3.396452e-01	4.670027e-01
102	3.736098e-01	5.137030e-01
103	4.109707e-01	5.650733e-01
104	4.520678e-01	6.215806e-01
105	4.972746e-01	6.837387e-01
106	5.470021e-01	7.521126e-01
107	6.017023e-01	8.273238e-01
108	6.618725e-01	9.100562e-01
109	7.280597e-01	1.000000e+00
110	8.008657e-01	1.000000e+00
111	8.809523e-01	1.000000e+00
112	9.690475e-01	1.000000e+00
113	1.000000e+00	1.000000e+00
114	1.000000e+00	1.000000e+00
115	1.000000e+00	1.000000e+00
116	1.000000e+00	1.000000e+00
117	1.000000e+00	1.000000e+00
118	1.000000e+00	1.000000e+00
119	1.000000e+00	1.000000e+00
120	1.000000e+00	1.000000e+00
