22101	St Mary	0-4	3590	3260	2980	2750	2540	2332	2126
22101	St Mary	5-9	3530	3420	3100	2840	2630	2422	2216
22101	St Mary	10-14	3540	3370	3260	2960	2710	2512	2306
22101	St Mary	15-19	3590	3030	2880	2780	2550	2582	2396
22101	St Mary	20-24	3020	2810	2390	2250	2190	2142	2456
22101	St Mary	25-29	3240	2950	2740	2340	2200	1602	1736
22101	St Mary	30-34	2840	3000	2740	2550	2160	2151	1016
22101	St Mary	35-39	2680	2660	2810	2560	2380	1982	2103
22101	St Mary	40-44	3050	2490	2480	2620	2400	2212	1806
22101	St Mary	45-49	3760	2860	2340	2330	2460	2242	2046
22101	St Mary	50-54	3820	3590	2730	2240	2220	2302	2086
22101	St Mary	55-59	3200	3570	3370	2560	2090	2112	2146
22101	St Mary	60-64	2790	2930	3270	3080	2330	1942	2006
22101	St Mary	65-69	2170	2540	2680	3000	2810	2102	1796
22101	St Mary	70-74	1750	1860	2160	2300	2550	2542	1876
22101	St Mary	75-79	1230	1360	1430	1670	1800	2102	2276
22101	St Mary	80-84	850	850	930	980	1150	1302	1656
22101	St Mary	85+	750	860	940	1060	1220	632	806
22101	St Mary	Total	49400	47410	45230	42870	40390	37215	34855
