12086	Miami-Dade	0-4	73493	75069	76304	78968	80292	81354	82061	
12086	Miami-Dade	5-9	70935	77677	76315	80822	81385	85517	84798	
12086	Miami-Dade	10-14	74660	75681	81849	81762	85120	87444	90377	
12086	Miami-Dade	15-19	82420	79530	80441	87941	86950	91622	93093	
12086	Miami-Dade	20-24	87711	88959	84460	87793	93744	95069	97641	
12086	Miami-Dade	25-29	87100	95477	95570	93356	94842	103585	102645	
12086	Miami-Dade	30-34	85421	93061	103298	103235	101898	102676	112838	
12086	Miami-Dade	35-39	92740	89578	99081	108784	110525	107705	109926	
12086	Miami-Dade	40-44	93663	95156	93846	101848	113880	113612	112841	
12086	Miami-Dade	45-49	100667	94307	97717	94921	104242	114674	116031	
12086	Miami-Dade	50-54	88006	100986	95064	98565	95606	104559	114832	
12086	Miami-Dade	55-59	78772	86543	101430	94231	98993	94480	104305	
12086	Miami-Dade	60-64	66894	76993	85112	100235	93019	97664	92789	
12086	Miami-Dade	65-69	55448	64491	75208	81467	98629	89236	95706	
12086	Miami-Dade	70-74	48741	52384	62036	70978	77561	92968	84924	
12086	Miami-Dade	75-79	38971	44994	49308	56730	66527	71036	86731	
12086	Miami-Dade	80-84	31569	35950	41270	46085	51267	58480	64176	
12086	Miami-Dade	85+	30860	36865	44141	51534	60197	71114	80672	
12086	Miami-Dade	Total	1288071	1363701	1442450	1519255	1594677	1662795	1726386	
