1099	Monroe	0-4	664	669	602	539	505	495	490	
1099	Monroe	5-9	758	676	681	612	548	514	504	
1099	Monroe	10-14	864	742	665	672	605	544	510	
1099	Monroe	15-19	842	828	716	648	657	594	537	
1099	Monroe	20-24	563	627	648	583	546	569	527	
1099	Monroe	25-29	634	461	530	564	518	494	523	
1099	Monroe	30-34	637	604	442	511	547	505	484	
1099	Monroe	35-39	771	629	597	437	508	543	500	
1099	Monroe	40-44	803	771	630	597	437	510	545	
1099	Monroe	45-49	833	780	751	616	585	428	501	
1099	Monroe	50-54	868	810	761	733	602	573	419	
1099	Monroe	55-59	927	878	819	772	746	616	587	
1099	Monroe	60-64	687	885	841	787	743	720	595	
1099	Monroe	65-69	600	659	851	811	760	718	697	
1099	Monroe	70-74	479	549	605	784	748	702	664	
1099	Monroe	75-79	412	419	482	532	691	661	623	
1099	Monroe	80-84	294	315	322	373	414	541	522	
1099	Monroe	85+	323	322	338	354	396	446	557	
1099	Monroe	Total	11959	11624	11281	10925	10556	10173	9785	
