28159	Winston	0-4	497	607	587	585	584	584	584
28159	Winston	5-9	607	659	578	569	561	554	548
28159	Winston	10-14	551	609	638	563	552	538	525
28159	Winston	15-19	747	515	546	582	549	536	516
28159	Winston	20-24	663	584	473	511	527	536	521
28159	Winston	25-29	517	530	606	498	477	473	524
28159	Winston	30-34	447	552	504	595	523	444	420
28159	Winston	35-39	516	527	530	487	585	548	412
28159	Winston	40-44	662	528	501	511	471	576	573
28159	Winston	45-49	776	553	505	485	493	456	568
28159	Winston	50-54	805	633	532	487	470	476	442
28159	Winston	55-59	625	671	607	512	470	456	460
28159	Winston	60-64	606	679	637	578	493	454	443
28159	Winston	65-69	405	565	633	595	550	475	439
28159	Winston	70-74	452	450	513	574	554	523	458
28159	Winston	75-79	342	362	389	444	516	514	497
28159	Winston	80-84	350	437	513	587	376	459	475
28159	Winston	85+	274	342	401	459	785	309	403
28159	Winston	Total	9842	9803	9693	9622	9536	8911	8808
