0	0.0064944649	0.0104914412
1	0.0001789165	0.0003091084
2	0.0001789165	0.0003091084
3	0.0001789165	0.0003091084
4	0.0001789165	0.0003091084
5	0.0002072002	0.0002697731
6	0.0002072002	0.0002697731
7	0.0002072002	0.0002697731
8	0.0002072002	0.0002697731
9	0.0002072002	0.0002697731
10	0.0001479728	0.0001661130
11	0.0001479728	0.0001661130
12	0.0001479728	0.0001661130
13	0.0001479728	0.0001661130
14	0.0001479728	0.0001661130
15	0.0002505261	0.0003827293
16	0.0002505261	0.0003827293
17	0.0002505261	0.0003827293
18	0.0002505261	0.0003827293
19	0.0002505261	0.0003827293
20	0.0003961860	0.0010809101
21	0.0003961860	0.0010809101
22	0.0003961860	0.0010809101
23	0.0003961860	0.0010809101
24	0.0003961860	0.0010809101
25	0.0005631044	0.0013947001
26	0.0005631044	0.0013947001
27	0.0005631044	0.0013947001
28	0.0005631044	0.0013947001
29	0.0005631044	0.0013947001
30	0.0005631044	0.0013947001
31	0.0005631044	0.0013947001
32	0.0005631044	0.0013947001
33	0.0005631044	0.0013947001
34	0.0005631044	0.0013947001
35	0.0012673663	0.0024841292
36	0.0012673663	0.0024841292
37	0.0012673663	0.0024841292
38	0.0012673663	0.0024841292
39	0.0012673663	0.0024841292
40	0.0012673663	0.0024841292
41	0.0012673663	0.0024841292
42	0.0012673663	0.0024841292
43	0.0012673663	0.0024841292
44	0.0012673663	0.0024841292
45	0.0033201379	0.0058467512
46	0.0033201379	0.0058467512
47	0.0033201379	0.0058467512
48	0.0033201379	0.0058467512
49	0.0033201379	0.0058467512
50	0.0033201379	0.0058467512
51	0.0033201379	0.0058467512
52	0.0033201379	0.0058467512
53	0.0033201379	0.0058467512
54	0.0033201379	0.0058467512
55	0.0080191334	0.0129138950
56	0.0080191334	0.0129138950
57	0.0080191334	0.0129138950
58	0.0080191334	0.0129138950
59	0.0080191334	0.0129138950
60	0.0080191334	0.0129138950
61	0.0080191334	0.0129138950
62	0.0080191334	0.0129138950
63	0.0080191334	0.0129138950
64	0.0080191334	0.0129138950
65	0.0205201138	0.0311759982
66	0.0205201138	0.0311759982
67	0.0205201138	0.0311759982
68	0.0205201138	0.0311759982
69	0.0205201138	0.0311759982
70	0.0205201138	0.0311759982
71	0.0205201138	0.0311759982
72	0.0205201138	0.0311759982
73	0.0205201138	0.0311759982
74	0.0205201138	0.0311759982
75	0.0496350365	0.0731988823
76	0.0496350365	0.0731988823
77	0.0496350365	0.0731988823
78	0.0496350365	0.0731988823
79	0.0496350365	0.0731988823
80	0.0496350365	0.0731988823
81	0.0496350365	0.0731988823
82	0.0496350365	0.0731988823
83	0.0496350365	0.0731988823
84	0.0496350365	0.0731988823
85	0.1475899190	0.1730669430
86	0.1475899190	0.1730669430
87	0.1475899190	0.1730669430
88	0.1475899190	0.1730669430
89	0.1475899190	0.1730669430
90	0.1475899190	0.1730669430
91	0.1475899190	0.1730669430
92	0.1475899190	0.1730669430
93	0.1475899190	0.1730669430
94	0.1475899190	0.1730669430
95	0.1475899190	0.1730669430
96	0.1475899190	0.1730669430
97	0.1475899190	0.1730669430
98	0.1475899190	0.1730669430
99	0.1475899190	0.1730669430
100	0.1475899190	0.1730669430
101	0.1475899190	0.1730669430
102	0.1475899190	0.1730669430
103	0.1475899190	0.1730669430
104	0.1475899190	0.1730669430
105	0.1475899190	0.1730669430
106	0.1475899190	0.1730669430
107	0.1475899190	0.1730669430
108	0.1475899190	0.1730669430
109	0.1475899190	0.1730669430
110	0.1475899190	0.1730669430
