39025	Clermont	0-4	6890	6980	7180	7390	7530	7690	
39025	Clermont	5-9	6770	6970	7040	7210	7430	7560	
39025	Clermont	10-14	6680	6820	6850	7050	7130	7430	
39025	Clermont	15-19	6560	6580	6480	6810	6850	7110	
39025	Clermont	20-24	6190	6280	6470	6390	6750	6790	
39025	Clermont	25-29	5820	6090	6520	6430	6540	6720	
39025	Clermont	30-34	6020	6000	6250	6560	6510	6560	
39025	Clermont	35-39	6260	6140	6070	6260	6580	6500	
39025	Clermont	40-44	6550	6330	6160	6070	6260	6570	
39025	Clermont	45-49	7290	6510	6340	6090	6050	6190	
39025	Clermont	50-54	8010	7260	6520	6280	6070	5980	
39025	Clermont	55-59	8070	7910	7150	6400	6170	5950	
39025	Clermont	60-64	6720	7770	7630	6860	6160	5920	
39025	Clermont	65-69	5470	6240	7230	7040	6360	5680	
39025	Clermont	70-74	3710	4840	5510	6320	6180	5570	
39025	Clermont	75-79	2660	3190	4120	4640	5320	5190	
39025	Clermont	80-84	1770	2040	2370	3050	3400	3910	
39025	Clermont	85+	1910	1990	2170	2430	2910	3340	
39025	Clermont	Total	103340	105920	108080	109290	110210	110640	
