21141	Logan	0-4	1711	1713	1734	1719	1658	1603	1578
21141	Logan	5-9	1802	1732	1734	1755	1740	1679	1622
21141	Logan	10-14	1905	1794	1724	1726	1747	1732	1672
21141	Logan	15-19	1792	1756	1654	1590	1592	1611	1598
21141	Logan	20-24	1366	1401	1376	1297	1244	1246	1262
21141	Logan	25-29	1662	1618	1659	1628	1535	1473	1475
21141	Logan	30-34	1527	1653	1609	1650	1619	1526	1465
21141	Logan	35-39	1591	1530	1656	1612	1653	1622	1528
21141	Logan	40-44	1744	1597	1536	1662	1618	1659	1628
21141	Logan	45-49	2065	1741	1594	1533	1659	1615	1656
21141	Logan	50-54	2001	2084	1758	1610	1548	1676	1632
21141	Logan	55-59	1820	1975	2058	1735	1587	1526	1653
21141	Logan	60-64	1647	1780	1931	2013	1697	1552	1492
21141	Logan	65-69	1405	1561	1688	1831	1910	1609	1469
21141	Logan	70-74	1043	1258	1398	1512	1638	1710	1441
21141	Logan	75-79	766	860	1037	1153	1247	1349	1409
21141	Logan	80-84	525	572	641	773	859	930	1003
21141	Logan	85+	463	533	595	665	774	879	974
21141	Logan	Total	26835	27158	27382	27464	27325	26997	26557
