48383	Reagan	0-4	149	139	158	170	164	159	156
48383	Reagan	5-9	134	158	150	170	183	177	172
48383	Reagan	10-14	145	138	164	151	177	200	189
48383	Reagan	15-19	135	150	143	171	156	189	215
48383	Reagan	20-24	105	138	152	146	175	160	192
48383	Reagan	25-29	133	111	144	162	152	181	163
48383	Reagan	30-34	120	134	110	145	162	151	179
48383	Reagan	35-39	96	132	148	119	159	182	166
48383	Reagan	40-44	109	101	136	152	126	166	191
48383	Reagan	45-49	136	112	101	140	150	126	167
48383	Reagan	50-54	119	138	113	98	144	157	130
48383	Reagan	55-59	120	122	141	115	101	149	160
48383	Reagan	60-64	66	122	124	139	111	101	148
48383	Reagan	65-69	51	66	125	129	141	112	102
48383	Reagan	70-74	60	51	67	125	128	142	115
48383	Reagan	75-79	31	61	51	68	119	116	132
48383	Reagan	80-84	27	30	59	51	66	91	90
48383	Reagan	85+	12	22	30	51	54	64	79
48383	Reagan	Total	1748	1925	2116	2302	2468	2623	2746
