48000	Texas	0-4	984149	1022693	1111493	1214013	1317015
48000	Texas	5-9	983814	1015616	1054888	1146981	1254404
48000	Texas	10-14	962866	1064533	1104108	1144601	1246909
48000	Texas	15-19	968686	1054735	1174660	1225254	1268170
48000	Texas	20-24	932353	1056971	1159834	1303936	1370728
48000	Texas	25-29	938966	1012470	1157205	1280179	1452635
48000	Texas	30-34	882887	1004113	1087671	1248692	1388657
48000	Texas	35-39	876139	931953	1063284	1155792	1331438
48000	Texas	40-44	846865	913554	973546	1113614	1214184
48000	Texas	45-49	874863	869370	941242	1004882	1151979
48000	Texas	50-54	827933	883659	881394	957659	1024365
48000	Texas	55-59	691275	824937	884461	885801	966208
48000	Texas	60-64	565820	675785	809990	873122	878580
48000	Texas	65-69	403269	543075	652349	786089	852995
48000	Texas	70-74	283865	372349	505153	611321	742077
48000	Texas	75-79	208530	243378	322700	442423	540555
48000	Texas	80-84	139029	158337	187567	251999	349547
48000	Texas	85+	100971	123125	146953	178479	235735
48000	Texas	Total	12472280	13770653	15218498	16824837	18586181
