48101	Cottle	0-4	40	50	48	57	57	58	61
48101	Cottle	5-9	60	40	51	48	57	57	54
48101	Cottle	10-14	56	66	41	51	48	59	55
48101	Cottle	15-19	51	54	64	40	46	48	55
48101	Cottle	20-24	25	50	52	61	39	46	46
48101	Cottle	25-29	31	25	52	55	67	41	47
48101	Cottle	30-34	25	30	25	52	54	62	37
48101	Cottle	35-39	25	25	28	24	49	50	57
48101	Cottle	40-44	36	25	24	27	24	48	48
48101	Cottle	45-49	58	36	25	23	27	24	49
48101	Cottle	50-54	54	58	36	25	23	27	24
48101	Cottle	55-59	52	54	58	36	25	23	26
48101	Cottle	60-64	52	52	55	58	35	25	23
48101	Cottle	65-69	49	53	53	56	55	34	24
48101	Cottle	70-74	37	49	53	53	55	54	33
48101	Cottle	75-79	32	36	49	51	48	53	55
48101	Cottle	80-84	13	32	31	44	40	41	51
48101	Cottle	85+	17	17	29	29	37	36	40
48101	Cottle	Total	713	752	774	790	786	786	785
