16039	Elmore	0-4	2380	2097	2102	2070	2031	2051	2115	
16039	Elmore	5-9	1772	1908	2097	2102	2070	2031	2051	
16039	Elmore	10-14	2245	1685	1908	2097	2102	2070	2031	
16039	Elmore	15-19	1700	1661	1685	1908	2097	2102	2070	
16039	Elmore	20-24	2485	2721	1656	1680	1903	2092	2097	
16039	Elmore	25-29	1972	2293	2706	1651	1675	1898	2082	
16039	Elmore	30-34	1700	1806	2278	2691	1646	1665	1888	
16039	Elmore	35-39	1597	1806	1796	2263	2676	1641	1655	
16039	Elmore	40-44	1861	1319	1791	1781	2243	2656	1626	
16039	Elmore	45-49	1690	1334	1309	1776	1766	2223	2636	
16039	Elmore	50-54	1660	1574	1309	1284	1746	1736	2183	
16039	Elmore	55-59	1425	1441	1549	1284	1259	1716	1706	
16039	Elmore	60-64	1040	1304	1386	1489	1234	1209	1646	
16039	Elmore	65-69	966	1036	1254	1331	1429	1184	1164	
16039	Elmore	70-74	709	864	941	1144	1211	1299	1079	
16039	Elmore	75-79	434	590	789	856	1039	1106	1184	
16039	Elmore	80-84	312	402	440	594	641	779	831	
16039	Elmore	85+	245	402	389	419	548	614	728	
16039	Elmore	Total	26193	25876	27385	28420	29316	30072	30772	
