5089	Marion	0-4	374	347	407	447	437	402	387	
5089	Marion	5-9	415	374	347	407	447	437	402	
5089	Marion	10-14	425	373	347	406	446	436	401	
5089	Marion	15-19	504	424	372	347	405	445	435	
5089	Marion	20-24	271	501	422	370	345	403	443	
5089	Marion	25-29	274	269	497	418	367	342	399	
5089	Marion	30-34	257	271	266	492	414	363	338	
5089	Marion	35-39	420	254	268	263	487	410	359	
5089	Marion	40-44	430	413	250	264	259	479	403	
5089	Marion	45-49	567	423	406	246	260	255	471	
5089	Marion	50-54	653	547	408	392	237	251	246	
5089	Marion	55-59	626	630	528	394	378	229	242	
5089	Marion	60-64	764	580	584	489	365	350	212	
5089	Marion	65-69	711	708	538	541	453	338	324	
5089	Marion	70-74	577	606	603	458	461	386	288	
5089	Marion	75-79	353	492	516	514	390	393	329	
5089	Marion	80-84	160	233	325	341	339	258	260	
5089	Marion	85+	132	128	176	245	266	269	215	
5089	Marion	Total	7913	7574	7260	7033	6755	6445	6153	
