40.069614,-80.394547
40.069614,-80.387466
40.069614,-80.380385
40.069614,-80.373304
40.069614,-80.366223
40.069614,-80.359142
40.069614,-80.352061
40.069614,-80.344980
40.069614,-80.337899
40.069614,-80.330818
40.069614,-80.323737
40.069614,-80.316656
40.069614,-80.309575
40.069614,-80.302494
40.069614,-80.295413
40.069614,-80.288332
40.069614,-80.281251
40.069614,-80.274170
40.069614,-80.267089
40.069614,-80.260008
40.069614,-80.252927
40.069614,-80.245846
40.069614,-80.238765
40.069614,-80.231684
40.069614,-80.224603
40.069614,-80.217522
40.069614,-80.210441
40.069614,-80.203360
40.069614,-80.196279
40.069614,-80.189198
40.069614,-80.182117
40.069614,-80.175036
40.069614,-80.167955
40.069614,-80.160874
40.069614,-80.153793
40.069614,-80.146712
40.069614,-80.139631
40.069614,-80.132550
40.069614,-80.125469
40.069614,-80.118388
40.069614,-80.111307
40.069614,-80.104226
40.069614,-80.097145
40.069614,-80.090064
40.069614,-80.082983
40.069614,-80.075902
40.069614,-80.068821
40.069614,-80.061740
40.069614,-80.054659
40.069614,-80.047578
40.069614,-80.040497
40.069614,-80.033416
40.069614,-80.026335
40.069614,-80.019254
40.069614,-80.012173
40.069614,-80.005092
40.069614,-79.998011
40.069614,-79.990930
40.069614,-79.983849
40.069614,-79.976768
40.069614,-79.969687
40.069614,-79.962606
40.069614,-79.955525
40.069614,-79.948444
40.069614,-79.941363
40.069614,-79.934282
40.069614,-79.927201
40.069614,-79.920120
40.069614,-79.913039
40.069614,-79.905958
40.069614,-79.898877
40.069614,-79.891796
40.069614,-79.884715
40.069614,-79.877634
40.069614,-79.870553
40.069614,-79.863472
40.069614,-79.856391
40.069614,-79.849310
40.069614,-79.842229
40.069614,-79.835148
40.069614,-79.828067
40.069614,-79.820986
40.069614,-79.813905
40.069614,-79.806824
40.069614,-79.799743
40.069614,-79.792662
40.069614,-79.785581
40.069614,-79.778500
40.069614,-79.771419
40.069614,-79.764338
40.069614,-79.757257
40.069614,-79.750176
