40.069614000	-80.394547000	405.6	
40.069614000	-80.387466000	430.6	
40.069614000	-80.380385000	388.6	
40.069614000	-80.373304000	398.2	
40.069614000	-80.366223000	378.3	
40.069614000	-80.359142000	368.0	
40.069614000	-80.352061000	398.7	
40.069614000	-80.344980000	409.1	
40.069614000	-80.337899000	361.4	
40.069614000	-80.330818000	344.8	
40.069614000	-80.323737000	356.6	
40.069614000	-80.316656000	318.5	
40.069614000	-80.309575000	331.3	
40.069614000	-80.302494000	369.4	
40.069614000	-80.295413000	349.3	
40.069614000	-80.288332000	377.9	
40.069614000	-80.281251000	424.4	
40.069614000	-80.274170000	411.9	
40.069614000	-80.267089000	372.4	
40.069614000	-80.260008000	412.6	
40.069614000	-80.252927000	334.0	
40.069614000	-80.245846000	354.2	
40.069614000	-80.238765000	393.4	
40.069614000	-80.231684000	363.1	
40.069614000	-80.224603000	351.9	
40.069614000	-80.217522000	372.5	
40.069614000	-80.210441000	355.0	
40.069614000	-80.203360000	385.0	
40.069614000	-80.196279000	370.5	
40.069614000	-80.189198000	345.1	
40.069614000	-80.182117000	364.3	
40.069614000	-80.175036000	315.6	
40.069614000	-80.167955000	301.6	
40.069614000	-80.160874000	318.5	
40.069614000	-80.153793000	323.5	
40.069614000	-80.146712000	333.6	
40.069614000	-80.139631000	372.3	
40.069614000	-80.132550000	369.5	
40.069614000	-80.125469000	309.3	
40.069614000	-80.118388000	336.8	
40.069614000	-80.111307000	363.4	
40.069614000	-80.104226000	353.1	
40.069614000	-80.097145000	307.4	
40.069614000	-80.090064000	356.0	
40.069614000	-80.082983000	315.4	
40.069614000	-80.075902000	343.7	
40.069614000	-80.068821000	393.9	
40.069614000	-80.061740000	331.7	
40.069614000	-80.054659000	374.3	
40.069614000	-80.047578000	358.7	
40.069614000	-80.040497000	353.2	
40.069614000	-80.033416000	384.9	
40.069614000	-80.026335000	360.0	
40.069614000	-80.019254000	371.9	
40.069614000	-80.012173000	367.4	
40.069614000	-80.005092000	312.6	
40.069614000	-79.998011000	327.7	
40.069614000	-79.990930000	336.7	
40.069614000	-79.983849000	347.1	
40.069614000	-79.976768000	365.3	
40.069614000	-79.969687000	342.4	
40.069614000	-79.962606000	300.9	
40.069614000	-79.955525000	342.6	
40.069614000	-79.948444000	368.4	
40.069614000	-79.941363000	323.8	
40.069614000	-79.934282000	364.4	
40.069614000	-79.927201000	304.2	
40.069614000	-79.920120000	296.1	
40.069614000	-79.913039000	295.2	
40.069614000	-79.905958000	311.6	
40.069614000	-79.898877000	230.8	
40.069614000	-79.891796000	226.6	
40.069614000	-79.884715000	240.5	
40.069614000	-79.877634000	303.7	
40.069614000	-79.870553000	314.9	
40.069614000	-79.863472000	295.6	
40.069614000	-79.856391000	305.0	
40.069614000	-79.849310000	318.7	
40.069614000	-79.842229000	292.8	
40.069614000	-79.835148000	281.2	
40.069614000	-79.828067000	336.1	
40.069614000	-79.820986000	339.7	
40.069614000	-79.813905000	312.5	
40.069614000	-79.806824000	292.9	
40.069614000	-79.799743000	285.9	
40.069614000	-79.792662000	331.3	
40.069614000	-79.785581000	391.8	
40.069614000	-79.778500000	363.6	
40.069614000	-79.771419000	380.3	
40.069614000	-79.764338000	306.6	
40.069614000	-79.757257000	347.3	
40.069614000	-79.750176000	363.7	
40.069614000	-79.743095000	374.6	
40.069614000	-79.736014000	364.5	
40.069614000	-79.728933000	337.7	
40.069614000	-79.721852000	244.8	
40.069614000	-79.714771000	351.4	
40.069614000	-79.707690000	396.4	
40.069614000	-79.700609000	391.3	
40.069614000	-79.693528000	414.5	
40.069614000	-79.686447000	359.4	
40.076800000	-80.394547000	453.3	
40.076800000	-80.387466000	421.7	
40.076800000	-80.380385000	410.8	
40.076800000	-80.373304000	430.6	
40.076800000	-80.366223000	396.8	
40.076800000	-80.359142000	432.5	
40.076800000	-80.352061000	410.2	
40.076800000	-80.344980000	389.6	
40.076800000	-80.337899000	349.7	
40.076800000	-80.330818000	345.5	
40.076800000	-80.323737000	351.7	
40.076800000	-80.316656000	374.8	
40.076800000	-80.309575000	350.8	
40.076800000	-80.302494000	371.0	
40.076800000	-80.295413000	363.7	
40.076800000	-80.288332000	364.9	
40.076800000	-80.281251000	352.2	
40.076800000	-80.274170000	330.2	
40.076800000	-80.267089000	336.6	
40.076800000	-80.260008000	340.8	
40.076800000	-80.252927000	330.2	
40.076800000	-80.245846000	365.9	
40.076800000	-80.238765000	408.4	
40.076800000	-80.231684000	329.6	
40.076800000	-80.224603000	324.0	
40.076800000	-80.217522000	395.1	
40.076800000	-80.210441000	358.5	
40.076800000	-80.203360000	393.7	
40.076800000	-80.196279000	389.5	
40.076800000	-80.189198000	358.8	
40.076800000	-80.182117000	339.4	
40.076800000	-80.175036000	294.2	
40.076800000	-80.167955000	322.5	
40.076800000	-80.160874000	304.1	
40.076800000	-80.153793000	345.0	
40.076800000	-80.146712000	327.6	
40.076800000	-80.139631000	344.5	
40.076800000	-80.132550000	343.7	
40.076800000	-80.125469000	334.1	
40.076800000	-80.118388000	369.3	
40.076800000	-80.111307000	378.9	
40.076800000	-80.104226000	310.8	
40.076800000	-80.097145000	301.4	
40.076800000	-80.090064000	379.1	
40.076800000	-80.082983000	325.8	
40.076800000	-80.075902000	375.2	
40.076800000	-80.068821000	417.9	
40.076800000	-80.061740000	388.9	
40.076800000	-80.054659000	334.6	
40.076800000	-80.047578000	413.4	
40.076800000	-80.040497000	429.6	
40.076800000	-80.033416000	365.9	
40.076800000	-80.026335000	335.8	
40.076800000	-80.019254000	354.2	
40.076800000	-80.012173000	346.5	
40.076800000	-80.005092000	337.2	
40.076800000	-79.998011000	366.1	
40.076800000	-79.990930000	361.6	
40.076800000	-79.983849000	315.8	
40.076800000	-79.976768000	380.4	
40.076800000	-79.969687000	348.8	
40.076800000	-79.962606000	304.8	
40.076800000	-79.955525000	377.3	
40.076800000	-79.948444000	346.5	
40.076800000	-79.941363000	318.5	
40.076800000	-79.934282000	387.9	
40.076800000	-79.927201000	337.7	
40.076800000	-79.920120000	317.2	
40.076800000	-79.913039000	306.5	
40.076800000	-79.905958000	331.5	
40.076800000	-79.898877000	234.7	
40.076800000	-79.891796000	249.0	
40.076800000	-79.884715000	249.8	
40.076800000	-79.877634000	226.9	
40.076800000	-79.870553000	226.8	
40.076800000	-79.863472000	226.8	
40.076800000	-79.856391000	226.8	
40.076800000	-79.849310000	278.5	
40.076800000	-79.842229000	282.9	
40.076800000	-79.835148000	286.6	
40.076800000	-79.828067000	319.0	
40.076800000	-79.820986000	250.3	
40.076800000	-79.813905000	301.5	
40.076800000	-79.806824000	275.8	
40.076800000	-79.799743000	278.0	
40.076800000	-79.792662000	323.4	
40.076800000	-79.785581000	380.8	
40.076800000	-79.778500000	342.2	
40.076800000	-79.771419000	312.8	
40.076800000	-79.764338000	338.2	
40.076800000	-79.757257000	321.0	
40.076800000	-79.750176000	325.1	
40.076800000	-79.743095000	299.3	
40.076800000	-79.736014000	332.6	
40.076800000	-79.728933000	376.3	
40.076800000	-79.721852000	243.7	
40.076800000	-79.714771000	331.1	
40.076800000	-79.707690000	393.9	
40.076800000	-79.700609000	410.1	
40.076800000	-79.693528000	406.6	
40.076800000	-79.686447000	366.6	
40.083986000	-80.394547000	454.0	
40.083986000	-80.387466000	419.6	
40.083986000	-80.380385000	364.7	
40.083986000	-80.373304000	371.8	
40.083986000	-80.366223000	383.5	
40.083986000	-80.359142000	424.1	
40.083986000	-80.352061000	383.6	
40.083986000	-80.344980000	369.5	
40.083986000	-80.337899000	383.2	
40.083986000	-80.330818000	343.4	
40.083986000	-80.323737000	354.1	
40.083986000	-80.316656000	359.7	
40.083986000	-80.309575000	394.2	
40.083986000	-80.302494000	349.3	
40.083986000	-80.295413000	407.5	
40.083986000	-80.288332000	400.8	
40.083986000	-80.281251000	367.1	
40.083986000	-80.274170000	396.1	
40.083986000	-80.267089000	340.9	
40.083986000	-80.260008000	342.2	
40.083986000	-80.252927000	364.5	
40.083986000	-80.245846000	395.8	
40.083986000	-80.238765000	324.2	
40.083986000	-80.231684000	347.8	
40.083986000	-80.224603000	347.0	
40.083986000	-80.217522000	326.6	
40.083986000	-80.210441000	376.9	
40.083986000	-80.203360000	389.3	
40.083986000	-80.196279000	347.6	
40.083986000	-80.189198000	376.5	
40.083986000	-80.182117000	330.9	
40.083986000	-80.175036000	359.0	
40.083986000	-80.167955000	310.3	
40.083986000	-80.160874000	329.8	
40.083986000	-80.153793000	358.0	
40.083986000	-80.146712000	345.6	
40.083986000	-80.139631000	401.0	
40.083986000	-80.132550000	341.9	
40.083986000	-80.125469000	369.5	
40.083986000	-80.118388000	358.6	
40.083986000	-80.111307000	385.0	
40.083986000	-80.104226000	308.7	
40.083986000	-80.097145000	328.0	
40.083986000	-80.090064000	332.1	
40.083986000	-80.082983000	341.1	
40.083986000	-80.075902000	428.9	
40.083986000	-80.068821000	411.0	
40.083986000	-80.061740000	401.0	
40.083986000	-80.054659000	387.1	
40.083986000	-80.047578000	370.9	
40.083986000	-80.040497000	328.8	
40.083986000	-80.033416000	408.0	
40.083986000	-80.026335000	363.6	
40.083986000	-80.019254000	358.0	
40.083986000	-80.012173000	349.4	
40.083986000	-80.005092000	354.2	
40.083986000	-79.998011000	366.3	
40.083986000	-79.990930000	345.6	
40.083986000	-79.983849000	346.4	
40.083986000	-79.976768000	377.9	
40.083986000	-79.969687000	337.6	
40.083986000	-79.962606000	353.0	
40.083986000	-79.955525000	377.9	
40.083986000	-79.948444000	367.0	
40.083986000	-79.941363000	349.5	
40.083986000	-79.934282000	337.4	
40.083986000	-79.927201000	352.6	
40.083986000	-79.920120000	348.7	
40.083986000	-79.913039000	321.9	
