1089	1038	1054	1052	1028	1005	991
1196	1134	1079	1094	1091	1066	1041
1170	1260	1192	1132	1146	1141	1114
1176	1120	1207	1142	1086	1101	1098
930	889	862	942	894	858	874
925	975	927	904	987	938	897
969	971	1023	971	946	1033	983
1099	1034	1031	1086	1029	1000	1092
1066	1140	1071	1066	1123	1063	1032
1269	1097	1171	1099	1093	1151	1090
1405	1307	1127	1201	1128	1121	1181
1246	1431	1326	1142	1217	1145	1139
1038	1238	1416	1313	1131	1207	1139
667	979	1165	1334	1239	1070	1145
481	597	876	1045	1202	1119	970
368	408	504	742	891	1031	964
274	268	297	370	550	667	780
185	228	247	275	331	458	593
16553	17114	17575	17910	18112	18174	18123
