674	679	670	655	644	652	667
657	692	697	687	671	660	669
708	683	719	724	713	696	684
689	649	629	664	670	661	647
506	494	476	469	500	509	506
552	496	483	470	464	496	505
536	594	536	522	504	496	533
656	542	601	544	530	510	502
650	667	549	609	553	539	517
810	661	677	558	617	561	547
818	803	655	671	554	612	558
784	795	780	637	653	541	597
669	747	755	743	608	626	518
526	627	700	709	697	573	590
411	468	559	626	636	626	516
292	334	382	458	516	527	522
225	208	239	277	335	382	394
171	196	202	223	255	305	359
10334	10335	10309	10246	10120	9972	9831
