1017	1008	981	958	926	900	875
1099	1040	1030	1004	979	946	919
1278	1138	1076	1064	1036	1009	976
1211	1153	1031	980	972	949	927
807	788	775	710	680	685	672
877	865	837	827	757	728	731
920	872	866	836	828	757	730
1022	906	859	856	826	818	749
1151	1005	894	848	845	817	807
1322	1132	990	881	837	835	808
1316	1291	1105	969	863	819	819
1129	1310	1282	1098	964	860	816
1048	1125	1304	1274	1091	960	856
900	1001	1073	1246	1219	1046	922
759	799	888	957	1113	1093	940
553	610	643	719	780	909	897
420	397	439	467	526	576	674
411	466	482	520	564	627	701
17240	16906	16555	16214	15806	15334	14819
