18133	Putnam	957	953	965	971	951	932	923
18133	Putnam	1016	984	979	992	997	978	958
18133	Putnam	1162	1082	1047	1041	1054	1058	1038
18133	Putnam	1608	1609	1523	1484	1477	1491	1496
18133	Putnam	1591	1607	1630	1569	1539	1540	1557
18133	Putnam	827	848	869	896	848	827	828
18133	Putnam	907	871	895	917	943	894	874
18133	Putnam	1016	959	921	945	967	993	942
18133	Putnam	1119	1041	981	942	968	989	1015
18133	Putnam	1328	1139	1058	998	958	986	1006
18133	Putnam	1357	1353	1159	1076	1016	975	1004
18133	Putnam	1130	1367	1360	1166	1082	1023	982
18133	Putnam	1033	1109	1340	1334	1145	1064	1006
18133	Putnam	832	991	1065	1288	1283	1103	1027
18133	Putnam	714	773	920	992	1202	1199	1033
18133	Putnam	538	617	667	798	863	1050	1051
18133	Putnam	391	421	483	526	633	689	842
18133	Putnam	386	417	450	508	567	664	755
18133	Putnam	17912	18141	18312	18443	18493	18455	18337
