18057	Hamilton	10516	11544	12897	14407	15626	16256	16419
18057	Hamilton	12080	12441	13205	14403	15829	16985	17563
18057	Hamilton	11794	13243	13393	14036	15177	16582	17731
18057	Hamilton	8849	11187	12456	12530	13096	14151	15461
18057	Hamilton	5163	6809	8330	9068	8946	9265	9964
18057	Hamilton	8919	9681	11813	13702	14382	13865	14120
18057	Hamilton	10095	11911	12262	14361	16186	16699	15961
18057	Hamilton	11798	12000	13665	13747	15826	17619	18067
18057	Hamilton	11975	12893	12876	14472	14446	16531	18328
18057	Hamilton	11833	12639	13439	13316	14887	14815	16915
18057	Hamilton	9944	12270	12973	13710	13533	15093	15004
18057	Hamilton	7823	10305	12575	13208	13906	13700	15263
18057	Hamilton	6408	8084	10525	12752	13338	14013	13797
18057	Hamilton	4436	6607	8223	10621	12802	13353	14017
18057	Hamilton	2995	4552	6641	8173	10484	12581	13097
18057	Hamilton	2256	2857	4273	6187	7590	9725	11673
18057	Hamilton	1793	2053	2547	3776	5449	6684	8580
18057	Hamilton	1904	2448	2901	3482	4621	6412	8365
18057	Hamilton	140581	163524	184994	205951	226124	244329	260325
