3224	3219	3213	3155	3052	2985	2959
3242	3157	3169	3172	3121	3022	2959
3354	3179	3111	3134	3143	3096	2999
5257	5172	5060	5020	5052	5069	5038
7706	7654	7507	7352	7278	7314	7337
3539	3676	3682	3602	3481	3434	3473
2866	3091	3207	3187	3088	2955	2906
3103	2802	3034	3161	3146	3050	2921
3300	3016	2735	2971	3102	3091	2996
3618	3234	2954	2681	2913	3044	3034
3721	3487	3117	2850	2591	2816	2946
3300	3549	3328	2984	2734	2491	2712
2976	3090	3327	3128	2812	2583	2360
2483	2699	2805	3031	2858	2578	2375
1854	2148	2340	2445	2654	2513	2275
1340	1495	1734	1904	2005	2193	2089
971	986	1100	1288	1430	1521	1680
752	893	969	1082	1254	1436	1602
56606	56547	56392	56147	55714	55191	54661
