18125	Pike	360	382	378	373	366	364	367
18125	Pike	383	373	395	390	386	378	376
18125	Pike	422	400	390	412	406	401	393
18125	Pike	400	390	370	362	384	379	375
18125	Pike	286	285	285	276	272	291	288
18125	Pike	330	321	317	318	307	302	323
18125	Pike	350	349	339	334	334	322	318
18125	Pike	390	353	352	343	337	336	325
18125	Pike	373	390	354	353	344	338	337
18125	Pike	522	378	394	357	356	347	341
18125	Pike	519	526	380	396	359	358	349
18125	Pike	466	525	531	383	400	362	362
18125	Pike	416	458	516	521	377	393	356
18125	Pike	337	389	429	485	489	355	370
18125	Pike	293	303	351	389	439	444	323
18125	Pike	227	246	253	295	329	373	379
18125	Pike	171	169	184	192	225	252	287
18125	Pike	181	191	197	210	225	254	287
18125	Pike	6426	6428	6415	6389	6335	6249	6156
