18117	Orange	584	601	600	603	594	586	584
18117	Orange	644	607	623	621	622	614	605
18117	Orange	713	681	639	655	651	652	642
18117	Orange	682	702	671	630	646	642	643
18117	Orange	470	466	495	484	461	477	477
18117	Orange	529	517	509	538	525	499	515
18117	Orange	581	545	531	522	552	538	511
18117	Orange	570	591	553	538	529	559	545
18117	Orange	668	583	603	564	548	539	569
18117	Orange	709	676	589	609	569	554	544
18117	Orange	791	719	684	596	616	575	560
18117	Orange	642	801	726	690	601	621	580
18117	Orange	668	638	793	719	684	595	615
18117	Orange	507	633	604	752	682	650	567
18117	Orange	390	454	567	542	677	616	589
18117	Orange	323	336	391	491	472	592	540
18117	Orange	269	248	259	304	384	372	469
18117	Orange	239	241	232	236	263	317	341
18117	Orange	9979	10038	10071	10095	10077	9997	9896
