1901	1988	2033	2058	2050	2049	2071
2096	1981	2067	2111	2133	2125	2123
2216	2212	2085	2172	2214	2234	2224
2116	2067	2068	1953	2039	2083	2106
1412	1494	1496	1526	1452	1530	1574
1581	1573	1651	1652	1681	1602	1682
1642	1728	1714	1791	1787	1816	1734
1769	1702	1786	1773	1849	1842	1873
2013	1804	1733	1818	1805	1881	1872
2177	2055	1837	1766	1851	1839	1915
2123	2221	2091	1867	1793	1881	1868
1878	2161	2253	2117	1890	1818	1907
1613	1900	2178	2268	2131	1903	1833
1346	1562	1837	2105	2191	2062	1845
949	1221	1416	1667	1915	1998	1884
761	809	1041	1212	1428	1649	1729
578	607	640	828	968	1147	1334
647	752	828	898	1066	1264	1509
28818	29837	30754	31582	32243	32723	33083
