18095	Madison	3929	3886	3857	3804	3713	3644	3604
18095	Madison	3976	3947	3906	3877	3822	3732	3663
18095	Madison	4137	3994	3968	3928	3899	3843	3752
18095	Madison	4404	4119	3966	3934	3894	3870	3818
18095	Madison	4000	4079	3850	3732	3701	3676	3664
18095	Madison	3774	3799	3904	3718	3626	3615	3590
18095	Madison	3921	3760	3801	3906	3716	3629	3626
18095	Madison	4089	3863	3712	3765	3871	3680	3596
18095	Madison	4200	4010	3799	3657	3716	3823	3634
18095	Madison	4635	4112	3932	3732	3596	3657	3765
18095	Madison	4671	4494	3993	3826	3638	3508	3572
18095	Madison	4392	4496	4334	3860	3707	3532	3408
18095	Madison	4184	4177	4284	4138	3693	3553	3392
18095	Madison	3163	3877	3879	3990	3862	3453	3329
18095	Madison	2523	2819	3460	3475	3585	3478	3115
18095	Madison	2150	2119	2367	2919	2944	3050	2968
18095	Madison	1789	1660	1636	1840	2285	2320	2417
18095	Madison	1933	2039	2031	2036	2173	2522	2761
18095	Madison	65870	65250	64679	64137	63441	62585	61674
