18141	St Joseph	8798	8974	8978	8919	8779	8739	8808
18141	St Joseph	8743	8697	8904	8928	8881	8750	8717
18141	St Joseph	9066	8693	8670	8893	8925	8882	8752
18141	St Joseph	10479	10162	9970	10036	10294	10372	10367
18141	St Joseph	10868	10791	10583	10462	10526	10791	10886
18141	St Joseph	8596	8637	8459	8195	8041	8112	8379
18141	St Joseph	8323	8158	8231	8047	7770	7623	7713
18141	St Joseph	8219	8181	8046	8152	7979	7703	7564
18141	St Joseph	8344	8045	8044	7933	8059	7894	7620
18141	St Joseph	9382	8171	7898	7919	7822	7957	7798
18141	St Joseph	9545	9164	7997	7747	7782	7695	7836
18141	St Joseph	9113	9270	8923	7807	7581	7631	7555
18141	St Joseph	7204	8726	8909	8607	7551	7351	7414
18141	St Joseph	5301	6774	8228	8425	8158	7170	6995
18141	St Joseph	4007	4814	6164	7521	7727	7501	6605
18141	St Joseph	3880	3509	4219	5426	6652	6859	6681
18141	St Joseph	3671	3135	2839	3436	4448	5489	5694
18141	St Joseph	3980	4334	4242	4070	4358	5160	6292
18141	St Joseph	137519	138235	139304	140523	141333	141679	141676
