3363	3428	3400	3366	3295	3242	3219
3466	3400	3470	3444	3408	3338	3285
3677	3514	3450	3524	3497	3460	3390
3986	3639	3486	3425	3501	3480	3449
3731	3770	3555	3474	3439	3520	3519
4134	4092	4124	3918	3833	3805	3883
4106	4215	4176	4208	3993	3907	3883
3994	3868	3979	3945	3978	3758	3673
4066	3847	3726	3838	3808	3840	3618
4390	3992	3770	3653	3765	3739	3771
4458	4144	3750	3531	3419	3532	3509
4099	4231	3920	3539	3329	3223	3338
3344	3866	3990	3693	3330	3132	3036
2429	3074	3557	3681	3412	3082	2904
1659	2110	2640	3073	3195	2970	2691
1185	1325	1676	2113	2479	2595	2425
918	854	951	1216	1548	1836	1942
636	722	731	791	957	1210	1489
57641	58091	58351	58432	58186	57669	57024
