353	347	342	335	330	334	342
355	362	356	351	343	338	343
372	369	376	370	364	356	350
345	342	340	348	343	338	331
252	232	237	241	249	248	246
308	258	236	243	247	256	255
283	316	266	243	250	253	264
330	285	319	269	246	253	256
334	331	285	319	270	247	254
418	340	336	290	323	274	251
417	414	337	333	288	320	273
397	403	399	326	322	280	311
334	372	376	374	306	304	264
250	305	340	344	343	282	280
186	212	260	292	296	297	245
129	145	167	206	233	238	240
100	90	102	119	148	170	175
60	76	80	88	102	125	149
5223	5199	5154	5091	5003	4913	4829
