2505	2467	2414	2390	2371	2360	2354
2498	2492	2460	2408	2386	2367	2357
2389	2497	2495	2465	2413	2393	2373
2296	2098	2209	2218	2200	2162	2149
1933	1842	1705	1816	1827	1823	1799
1965	1881	1797	1676	1791	1807	1803
2002	1990	1909	1823	1699	1818	1836
2069	1965	1957	1882	1799	1676	1794
2082	1991	1898	1897	1830	1749	1631
2364	1999	1916	1834	1837	1777	1699
2428	2268	1923	1848	1772	1777	1722
2153	2334	2182	1854	1784	1716	1722
1764	2043	2218	2075	1766	1702	1639
1299	1618	1877	2044	1917	1635	1580
1087	1148	1432	1667	1824	1715	1468
906	898	950	1190	1390	1531	1445
674	676	668	713	898	1056	1175
810	787	774	772	801	928	1092
33224	32994	32784	32572	32305	31992	31638
