18023	Clinton	1189	1202	1178	1166	1156	1152	1148
18023	Clinton	1258	1183	1199	1175	1164	1154	1151
18023	Clinton	1166	1257	1184	1201	1177	1167	1157
18023	Clinton	1118	1015	1103	1043	1063	1046	1040
18023	Clinton	953	916	843	926	877	898	887
18023	Clinton	943	932	898	831	917	871	892
18023	Clinton	977	988	975	936	864	952	907
18023	Clinton	999	955	969	959	921	850	937
18023	Clinton	1039	969	929	946	939	901	832
18023	Clinton	1179	1009	943	907	925	920	883
18023	Clinton	1252	1135	973	912	879	897	894
18023	Clinton	1042	1208	1096	941	884	854	873
18023	Clinton	916	1000	1161	1054	906	853	825
18023	Clinton	689	845	926	1077	981	844	797
18023	Clinton	583	618	759	835	974	889	767
18023	Clinton	537	502	532	655	724	846	775
18023	Clinton	409	407	380	405	501	558	656
18023	Clinton	549	507	483	461	466	526	593
18023	Clinton	16798	16648	16531	16430	16318	16178	16014
