988	1000	1012	1017	998	977	967
1125	1014	1028	1040	1045	1026	1004
1216	1198	1078	1093	1104	1109	1088
1670	1635	1618	1500	1515	1528	1534
1835	1854	1873	1892	1816	1842	1861
1396	1327	1343	1368	1387	1303	1330
1384	1419	1349	1366	1391	1412	1327
1295	1426	1461	1391	1408	1434	1455
1437	1183	1316	1351	1282	1299	1325
1638	1350	1092	1227	1264	1194	1212
1536	1587	1293	1033	1170	1208	1138
1252	1502	1551	1257	998	1137	1177
1009	1203	1442	1492	1211	962	1100
747	930	1111	1339	1389	1127	895
599	668	832	999	1209	1257	1025
470	490	547	686	830	1011	1056
277	342	357	403	509	623	767
177	225	282	323	372	458	569
20051	20353	20585	20777	20898	20907	20830
