6365	6298	6286	6171	5970	5838	5789
6313	6238	6204	6211	6109	5917	5791
6607	6190	6148	6136	6154	6060	5873
11105	10961	10721	10723	10748	10785	10730
15832	15685	15419	15065	15021	15040	15087
6957	7143	7084	6916	6618	6617	6640
5881	6243	6398	6295	6090	5773	5774
6313	5759	6136	6316	6222	6020	5712
6650	6164	5644	6028	6218	6130	5930
7399	6510	6037	5536	5916	6108	6023
7576	7166	6310	5860	5382	5755	5947
6952	7291	6903	6093	5670	5217	5585
6444	6602	6928	6572	5812	5419	4998
5261	5931	6084	6401	6085	5394	5041
3960	4655	5259	5417	5717	5452	4845
3129	3301	3881	4411	4567	4843	4638
2513	2390	2512	2973	3407	3553	3792
2414	2693	2765	2894	3245	3712	4092
117671	117220	116719	116018	114951	113633	112287
