1484	1467	1483	1474	1442	1407	1391
1525	1492	1477	1494	1484	1452	1416
1625	1555	1520	1506	1522	1511	1478
1724	1573	1506	1473	1462	1482	1472
1260	1328	1252	1226	1209	1213	1238
1228	1250	1317	1248	1226	1213	1215
1299	1299	1320	1387	1312	1287	1276
1423	1299	1298	1324	1391	1313	1288
1491	1411	1290	1288	1315	1383	1303
1760	1476	1396	1278	1275	1302	1370
1847	1748	1464	1385	1268	1267	1292
1761	1829	1727	1446	1368	1253	1252
1361	1684	1747	1647	1379	1306	1198
1187	1262	1558	1619	1528	1281	1216
965	1028	1094	1357	1413	1337	1125
662	722	776	836	1047	1098	1045
423	441	487	536	586	742	787
338	363	390	435	492	555	675
23363	23227	23102	22959	22719	22402	22037
