7266	7597	7885	8115	8287	8512	8766
7159	7598	7907	8176	8393	8555	8780
7298	7528	7946	8237	8493	8701	8858
7040	7294	7513	7914	8210	8473	8689
6361	6868	7081	7276	7627	7917	8183
7791	7760	8164	8308	8451	8820	9099
7817	8116	8064	8451	8577	8721	9112
7842	8145	8407	8334	8708	8814	8955
7353	8015	8298	8544	8464	8831	8927
8168	7504	8142	8410	8645	8559	8925
8250	8255	7547	8170	8429	8657	8571
7436	8244	8209	7494	8106	8365	8593
6396	7274	8032	7986	7292	7889	8151
4597	6029	6839	7557	7515	6872	7445
3323	4142	5420	6157	6816	6787	6220
2545	2806	3477	4562	5200	5775	5767
1967	1916	2107	2615	3455	3962	4427
1623	1910	2022	2203	2585	3266	3940
110232	117001	123060	128509	133253	137476	141408
