4939	5102	5460	5799	5995	6124	6263
5415	5486	5572	5891	6205	6380	6499
5461	5723	5749	5806	6113	6419	6589
5017	5512	5760	5768	5825	6135	6445
4008	4451	4863	5074	5054	5113	5396
4327	4513	4944	5389	5594	5571	5614
4462	4814	4941	5346	5781	5973	5942
4937	4795	5110	5210	5604	6034	6224
4998	5151	4966	5265	5354	5743	6172
5330	5115	5239	5038	5329	5415	5804
4784	5330	5098	5215	5013	5302	5389
4133	4755	5277	5045	5161	4966	5255
3542	4072	4660	5163	4936	5053	4871
2572	3360	3839	4386	4856	4647	4765
1843	2356	3055	3485	3983	4413	4232
1263	1595	2018	2616	2992	3431	3816
938	999	1245	1578	2054	2365	2733
728	907	1021	1220	1518	1954	2386
68697	74036	78817	83294	87367	91038	94395
