813	732	702	671	640	616	585
856	852	764	732	699	668	642
1000	896	891	797	763	728	695
982	902	814	810	730	700	670
665	648	618	572	576	524	508
709	658	643	617	572	578	524
793	790	728	708	678	627	635
870	792	789	730	708	678	628
903	863	785	784	725	704	673
1179	900	860	782	781	723	701
1162	1171	894	855	777	777	719
1091	1136	1143	874	838	763	764
851	1055	1098	1106	847	813	741
782	821	1014	1057	1065	815	785
589	714	748	928	969	980	751
378	508	611	645	803	840	853
332	295	397	480	510	637	673
289	347	355	419	506	578	696
14244	14080	13854	13567	13187	12749	12243
