621	631	607	584	561	551	547
702	650	659	634	609	584	573
753	735	679	688	661	634	608
790	700	689	639	651	627	603
541	541	506	516	488	506	492
545	528	529	498	510	483	500
550	577	557	558	525	537	509
628	579	605	584	584	549	562
749	638	589	615	594	592	558
959	751	638	590	616	595	593
933	952	745	633	587	613	592
796	940	956	749	636	590	617
746	806	949	963	755	642	596
591	692	747	881	896	703	599
380	495	583	633	751	767	604
269	284	374	447	492	588	605
157	172	183	246	298	333	402
108	111	119	130	166	208	247
10818	10782	10714	10588	10380	10102	9807
